name;country;iata;city
Winston-Salem;USA;INT;Winston-Salem
Int'l;Nauru;INU;Nauru Island
Inverness;United Kingdom of Great Britain and Northern Ireland;INV;Inverness
Winslow, AZ;USA;INW;
Inanwatan;Indonesia;INX;
Inyati;South Africa;INY;
In Salah;Algeria;INZ;
Ioanniana;Greece;IOA;Ioanniana
Iokea;Papua New Guin;IOK;
Isle Of Man;United Kingdom of Great Britain and Northern Ireland;IOM;Isle Of Man
Impfondo;Congo (the);ION;
Ioma;Papua New Guin;IOP;
Kilronan;Ireland;IOR;Inishmore
Eduardo Gomes, BA;Brazil;IOS;Ilheus
Edmond-Cane;New Caledonia;IOU;Ile Ouen
Iowa City, IA;USA;IOW;
Ipota;Vanuatu;IPA;
Mataveri Int'l;Chile;IPC;Easter Island
Ipil;Philippines;IPE;
Ipiranga, AM;Brazil;IPG;
Sultan Azlan Shaw;Malaysia;IPH;Ipoh
San Luis, NA;Colombia;IPI;Ipiales
Imperial County;USA;IPL;El Centro-Imperial
Usiminas, MG;Brazil;IPN;Santana do Paraiso
Williamsport;USA;IPT;Williamsport
Ipiau, BA;Brazil;IPU;
Ipswich;United Kingdom of Great Britain and Northern Ireland;IPW;Ipswich
Villafranca;Italy;IPX;Villafranca
Qiemo;China;IQM;
Qingyang;China;IQN;
Cavancha;Chile;IQQ;Iquique
Coronel FAP Francisco Seca;Peru;IQT;Iquitos
San Cristobal Island;Solomon Island;IRA;Kira-Kira
Municipal, TX;USA;IRB;Iraan
Circle City, AK;USA;IRC;
Ishurdi;Bangladesh;IRD;
Ireche, BA;Brazil;IRE;
Lockhart River, QL;Australia;IRG;
N'Duli;Tanzania;IRI;Iringa
Cap.V.Almandos Almonacid,;Argentina;IRJ;La Rioja
Regional, MO;USA;IRK;Kirksville
Iriona;Honduras;IRN;
Birao;Central Africa;IRO;
Matari;Congo (the Democratic Republic of the);IRP;Isiro
Kirsch Municipal, MI;USA;IRS;Sturgis
Mount Isa, QL;Australia;ISA;
Isles of Scilly;United Kingdom of Great Britain and Northern Ireland;ISC;Isles of Scilly
Iscuande;Colombia;ISD;
Isparta;Türkiye;ISE;
ISHIGAKI;Japan;ISG;Ishigaki
Ischia;Italy;ISH;
Isisford, QL;Australia;ISI;
Isla Mujeres;Mexico;ISJ;
Gandhinagar;India;ISK;Nasik Road
Istanbul Ataturk;Türkiye;ISL;Istanbul
Municipal, FL;USA;ISM;Kissimmee
Sloulin Field, ND;USA;ISN;Williston
Kinston;USA;ISO;Kinston
Islip;USA;ISP;Islip
Schoolcraft County, MI;USA;ISQ;Manistique
Wiscasset, ME;USA;ISS;
Istanbul Airport;Türkiye;IST;Istanbul
Sulaymaniyah;Iraq;ISU;Sulaymaniyah
Alexander Field,;USA;ISW;Wisconsin Rapids
Itacoatiara, AM;Brazil;ITA;
Itacoatiara, AM;Brazil;ITB;
Itubera, BA;Brazil;ITE;
Ithaca;USA;ITH;Ithaca
Itambacuri, MG;Brazil;ITI;
Itokama;Papua New Guin;ITK;
Osaka;Japan;ITM;Osaka
Itabuna, BA;Brazil;ITN;
Int'l, HI;USA;ITO;Hilo
Itaperuna, RJ;Brazil;ITP;
Itaqui, RS;Brazil;ITQ;
Hidroeletrica, GO;Brazil;ITR;Itumbiara
Niue Int'l, Niue Island;Niue;IUE;Alofi
Ilu;Indonesia;IUL;
Summit Lake, BC;Canada;IUM;
Inus;Papua New Guin;IUS;
Ambanja;Madagascar;IVA;
Invercargill;New Zealand;IVC;
Ivangrad;Yugoslavia;IVG;
Ivishak, AK;USA;IVH;
Ivalo;Finland;IVL;Ivalo
Chivolo;Colombia;IVO;
Inverell, NS;Australia;IVR;
Inverway, NT;Australia;IVW;
Ivanova;Russia (CIS);IWA;
Gogebic County, MI;USA;IWD;Ironwood
Iwami;Japan;IWJ;
AB;Japan;IWO;Iwojima
West Houston, TX;USA;IWS;Houston
Singerbhil;India;IXA;Agartala
Baghdogra;India;IXB;
Chandigarh;India;IXC;
Allahabad;India;IXD;
Mangalore;India;IXE;
Belgaum;India;IXG;
Kailashahar;India;IXH;
North Lakhimpur;India;IXI;Lilabari
Satwari;India;IXJ;Jammu
Keshod;India;IXK;
Leh;India;IXL;
Madurai;India;IXM;
Khowai;India;IXN;
Pathankot;India;IXP;
Kamalpur;India;IXQ;
Ranchi;India;IXR;
Kumbhirgram;India;IXS;Silchar
Passighat;India;IXT;
Aurangabad;India;IXU;
Along;India;IXV;
Sonari;India;IXW;Jamshedpur
Kandla;India;IXY;
Port Blair;India;IXZ;
Kern County, CA;USA;IYK;Inyokern
Itzehof;Germany;IZE;Itzehof
CIGLI;Türkiye;IZM;Izmir
Izumo;Japan;IZO;
Iztepec;Mexico;IZT;
Jalalabad;Afghanistan;JAA;
Jabiru, NT;Australia;JAB;
Jackson;USA;JAC;Jackson
Jandakot, WA;Australia;JAD;
Technology Park Heliport,;USA;JAE;Atlanta
Kankesanturai;Sri Lanka;JAF;Jaffna
Jacobabad;Pakistan;JAG;
Agora Helipad;France;JAH;Aubagne
Sanganeer;India;JAI;Jaipur
Perimeter Mall Heliport, G;USA;JAJ;Atlanta
Jacmel;Haiti;JAK;
Jalapa;Mexico;JAL;
Jambol;Bulgaria;JAM;Jambol
Jackson;USA;JAN;Jackson
Beaver Ruin Heliport, GA;USA;JAO;Atlanta
Punta Rense;Costa Rica;JAP;Punta Renes
Jacquinot Bay;Papua New Guin;JAQ;
County, TX;USA;JAS;Jasper
Jabat;Marshall Islan;JAT;
Jauja;Peru;JAU;
Jakobshavn;Greenland;JAV;Ilulissat
Jacksonville;USA;JAX;Jacksonville
City Heliport, MA;USA;JBC;Boston
Heliport, CA;USA;JBK;Berkeley
Commerce Business Plaz;USA;JBP;Los Angeles
Municipal, AR;USA;JBR;Jonesboro
Heliport, CA;USA;JBS;Pleasanton
City Landing, AK;USA;JBT;Bethel
Cannes;France;JCA;Cannes
Joacaba, SC;Brazil;JCB;
China Basin Heliport;USA;JCC;San Francisco
Downtown Heliport;Virgin Islands;JCD;Saint Croix
Convention Center Heliport;USA;JCE;Oakland
Christianshaab;Greenland;JCH;Qasigiannguit
Johnson County Industr;USA;JCI;Kansas City
Chu Ja Heliport;Korea (South);JCJ;Cheju
Julia Creek, QL;Australia;JCK;
Jacobina, BA;Brazil;JCM;
Heliport;Korea (South);JCN;Incheon
Heliport, MT;USA;JCO;Comino
Jacare-Acanga, PA;Brazil;JCR;
Kimble County, TX;USA;JCT;Junction
Heliport;Spain;JCU;Ceuta
Citycorp Plaza Helipor;USA;JCX;Los Angeles
Johnson City, TX;USA;JCY;
John Day, OR;USA;JDA;
Downtown Heliport, TX;USA;JDB;Dallas
Francisco de Assis, M;Brazil;JDF;Juiz de Fora
Jodhpur;India;JDH;
Downtown Heliport, FL;USA;JDM;Miami
Jordan, MT;USA;JDN;
Regional do Cari;Brazil;JDO;Juazeiro do Norte
Heliport de Paris;France;JDP;Paris
Downtown Heliport, MN;USA;JDT;Minneapolis
Central Business District;USA;JDX;Houston
Heliport, CA;USA;JDY;Downey
Jingdezhen;China;JDZ;
Jeddah;Saudi Arabia;JED;Jeddah
Jeremie;Haiti;JEE;
Memorial, MO;USA;JEF;Jefferson City
Egedesminde;Greenland;JEG;Aasiaat
Jeh;Marshall Islan;JEJ;
Heliport, CA;USA;JEM;Emeryville
Jequie, BA;Brazil;JEQ;
Jersey;Jersey;JER;Jersey
Heliport;France;JEV;Evry
New York JFK;USA;JFK;New York
Heliport, WA;Australia;JFM;Fremantle
Ashtabula County, OH;USA;JFN;Jefferson
Frederikshaab;Greenland;JFR;Paamiut
Govardhanpur;India;JGA;Jamnagar
Jagdalpur;India;JGB;
Heliport, AZ;USA;JGC;Grand Canyon
Heliport;Korea (South);JGE;Geoje
Galleria Heliport, GA;USA;JGL;Atlanta
Jiayuguan;China;JGN;
Godhavn;Greenland;JGO;Qeqertarsuaq
Greenway Plaza Heliport, T;USA;JGP;Houston
Transco Tower Heliport, TX;USA;JGQ;Houston
Gronnedal;Greenland;JGR;Kangilinnguit
Heliport, CA;USA;JGX;Glendale
Johore Bharu;Malaysia;JHB;Johore Bharu
Long Island Heliport,;USA;JHC;Garden City
Heliport;Sweden;JHE;Helsingborg
Sao Roque Sao Paulo Catarina;Brazil;JHF;Sao Paulo Catarina
Gasa;China;JHG;Jinghong
Kapalua-Maui Island, HI;USA;JHM;
Heliport, QL;Australia;JHQ;Shute Harbour
Holsteinsborg;Greenland;JHS;Sisimiut
Chautauqua County, NY;USA;JHW;Jamestown
Hyatt Regency Heliport,;USA;JHY;Cambridge
Juina, MT;Brazil;JIA;
Djibouti;Djibouti;JIB;Djibouti
City of Industry Helip;USA;JID;Los Angeles
Jijiga;Ethiopia;JIJ;
Ikaria Island;Greece;JIK;
Jilin;China;JIL;
Jimma;Ethiopia;JIM;
Jinja;Uganda;JIN;
Int'l Heliport, CA;USA;JIO;Ontario
Jipijapa;Ecuador;JIP;
Jiri;Nepal;JIR;
Jiujiang;China;JIU;
Jiwani;Pakistan;JIW;
Juanjui;Peru;JJI;
Jinjiang;China;JJN;
Julianehaab Heliport;Greenland;JJU;Qaqortoq
Jonkoping;Sweden;JKG;Jonkoping
Chios;Greece;JKH;Chios
Janakpur;Nepal;JKR;
Jakarta;Indonesia;JKT;Jakarta
Jacksonville, TX;USA;JKV;
Quartz Creek, AK;USA;JLA;Cooper Lodge
Heliport, CA;USA;JLB;Long Beach
Heliport;Sweden;JLD;Landskrona
US Army Heliport;USA;JLH;Arlington Heights
Joplin;USA;JLN;Joplin
Jesolo;Italy;JLO;
Juan les Pins;France;JLP;
Jabalpur;India;JLR;
Jales, SP;Brazil;JLS;
Union Station Heliport;USA;JLX;Los Angeles
Marriott Astrodrome Helipo;USA;JMA;Houston
Jamba;Angola;JMB;
Marin County Heliport, C;USA;JMC;Sausalito
Marketcenter Heliport, TX;USA;JMD;Dallas
Marriott Heliport, IL;USA;JMH;Schaumburg
Mykonos;Greece;JMK;Mikonos
Hamnen Heliport;Sweden;JMM;Malmo
Municipal Heliport, MN;USA;JMN;Mankato
Jomsom;Nepal;JMO;
Municipal, ND;USA;JMS;Jamestown
Jiamusi;China;JMU;
Mammy Yoko Heliport;Sierra Leone;JMY;Freetown
Januaria, MG;Brazil;JNA;
Johannesburg;South Africa;JNB;Johannesburg
Jining;China;JNG;
North Park Inn Heliport, TX;USA;JNH;Dallas
Junin, BA;Argentina;JNI;
Nanortalik;Greenland;JNN;
Heliport, CA;USA;JNP;Newport Beach
Heliport;Greenland;JNS;Narsaq
Juneau;USA;JNU;Juneau
Naxos;Greece;JNX;
Jinzhou;China;JNZ;
Centerport Heliport, CA;USA;JOC;Santa Ana
Joensuu;Finland;JOE;Joensuu
Yogyakarta;Indonesia;JOG;Yogyakarta
Port Saint Johns;South Africa;JOH;
Cubatao, SC;Brazil;JOI;Joinville
Joshkar-Ola;Russia (CIS);JOK;
Jolo, SU;Philippines;JOL;
Njombe;Tanzania;JOM;
Johnston Atoll;USA;JON;Johnston Island
Josephstaal;Papua New Guin;JOP;
The City Heliport, CA;USA;JOR;Orange
Jos;Nigeria;JOS;
Municipal, IL;USA;JOT;Joliet
Joao Pessoa;Brasil;JPA;Joao Pessoa
Heliport, CA;USA;JPD;Pasadena
Pentagon Army, DC;USA;JPN;Washington
Ji-Parana, RO;Brazil;JPR;
Park Ten Heliport, TX;USA;JPT;Houston
La Defence Heliport;France;JPU;Paris
Qaarsut;Greenland;JQA;
Jaque;Panama;JQE;
West 30th Street Heliport;USA;JRA;New York
Downtown Manhattan Helipo;USA;JRB;New York
Municipal Heliport, MN;USA;JRC;Rochester
Heliport, CA;USA;JRD;Riverside
East 60th Street Heliport;USA;JRE;New York
Rowriah;India;JRH;Jorhat
Arsuk;Greenland;JRK;
Juruena, MT;Brazil;JRN;
Kilimanjaro;Tanzania;JRO;Kilimanjaro
JERUSALEM;Israel;JRS;Jerusalem
Jaisalmer;India;JSA;
Sikorsky Heliport, CT;USA;JSD;Stratford
Heliport, CA;USA;JSG;San Rafael
Sitia;Greece;JSH;Sitia
Skiathos;Greece;JSI;Skiathos
Municipal Heliport, MN;USA;JSK;Saint Cloud
Steel Pier Heliport,;USA;JSL;Atlantic City
Jose de San Martin, CB;Argentina;JSM;
Sherman Oaks Heliport,;USA;JSN;Los Angeles
Heliport;Sweden;JSO;Sodertalje
Sogwipo Heliport;Korea (South);JSP;Cheju
Jessore;Bangladesh;JSR;
Spetsai Island;Greece;JSS;
Cambria County, PA;USA;JST;Johnstown
Sukkertoppen Heliport;Greenland;JSU;Maniitsoq
Syros;Greece;JSY;
Saint Tropez;France;JSZ;Saint Tropez
Jatai;Brazil;JTI;
Heliport, CA;USA;JTO;Thousand Oaks
Santorini;Greece;JTR;Thira
Astypalaia;Greece;JTY;
Juara, MT;Brazil;JUA;
Juba;Sudan;JUB;Juba
Universal City Helipor;USA;JUC;Los Angeles
Juist;Germany;JUI;Juist
El Cadillal, PJ;Argentina;JUJ;Jujuy
Juliaca;Peru;JUL;
Jumla;Nepal;JUM;
Jundah, QL;Australia;JUN;
Jurado;Colombia;JUO;
Cable Heliport, CA;USA;JUP;Upland
Jurien Bay, WA;Australia;JUR;
Juticalpa;Honduras;JUT;
Upernavik;Greenland;JUV;
Juzhou;China;JUZ;
Ankavandra;Madagascar;JVA;
Kupper, NJ;USA;JVI;Manville
Rock County, WI;USA;JVL;Janesville
Clark Reg.l Airport;United States of America (the);JVY;Jeffersonville
Jwaneng;Botswana;JWA;
Warner Central Busines;USA;JWC;Los Angeles
Westchase Hilton Heliport,;USA;JWH;Houston
Woodlawns Heliport, TX;USA;JWL;Houston
Reynolds Municipal, MI;USA;JXN;Jackson
Leesburg;USA;JYO;Leesburg
Jyvaskyla;Finland;JYV;Jyvaskyla
Kasama;Zambia;KAA;
Kariba;Zimbabwe;KAB;Kariba
Kamishly;Syria;KAC;Kamishly
KADUNA;Nigeria;KAD;Kaduna
SPB, AK;USA;KAE;Kake
Karato;Papua New Guin;KAF;
Kangnung;Korea (South);KAG;
City Heliport, VI;Australia;KAH;Melbourne
Kaieteur;Guyana;KAI;
Kajaani;Finland;KAJ;Kajaani
Kar;Papua New Guin;KAK;
Kaltag, AK;USA;KAL;
Kamaran;Yemen;KAM;
Kano;Nigeria;KAN;Kano
Kuusamo;Finland;KAO;Kuusamo
Kapanga;Congo (the Democratic Republic of the);KAP;
Kamulai;Papua New Guin;KAQ;
Kamarang;Guyana;KAR;
Karasburg;Namibia;KAS;
Kaitaia;New Zealand;KAT;
Kauhava;Finland;KAU;
Kavanayen, BO;Venezuela;KAV;
Kawthaung;Myanmar;KAW;
Kalbarri, WA;Australia;KAX;
Wakaya Island;Fiji;KAY;
Kau;Indonesia;KAZ;
Kabala;Sierra Leone;KBA;
Kirkimbie, NT;Australia;KBB;
Birch Creek, NY;USA;KBC;
Kimberley Downs, WA;Australia;KBD;
Hot Springs SPB, AK;USA;KBE;Bell Island
Karubaga;Indonesia;KBF;
KABALEGA FAL;Uganda;KBG;Kabalega Falls
Kalat;Pakistan;KBH;
Kribi;Cameroon;KBI;
Kings Canyon, NT;Australia;KBJ;
Klag Bay, AK;USA;KBK;
Kabul;Afghanistan;KBL;Kabul
Kabwum;Papua New Guin;KBM;
Turda;Congo (the Democratic Republic of the);KBN;Kabinda
Kabalo;Congo (the Democratic Republic of the);KBO;
Kyiv Boryspil;Ukraine;KBP;Kyiv
Kasungu;Malawi;KBQ;
Sultan Ismail Petra;Malaysia;KBR;Kota Bahru
Bo;Sierra Leone;KBS;
Kaben;Marshall Islan;KBT;
Setagen;Indonesia;KBU;Kotabaru
Krabi;Thailand;KBV;
Chignik Bay SPB, AK;USA;KBW;Chignik
Kambuaya;Indonesia;KBX;
Streaky Bay, SA;Australia;KBY;
Kaikoura;New Zealand;KBZ;
Kuqa;China;KCA;
Tepoe Airstrip;Surinam;KCB;Kasikasima
SPB, AK;USA;KCC;Coffman Cove
Kamur, IJ;Indonesia;KCD;
Collinsville, QL;Australia;KCE;
Kadanwari;Pakistan;KCF;
Fisheries, AK;USA;KCG;Chignik
Kuching;Malaysia;KCH;Kuching
Kon;Indonesia;KCI;
Komaio;Papua New Guin;KCJ;
Fairfax Municipal, KS;USA;KCK;Kansas City
Lagoon, AK;USA;KCL;Chignik
Kahramanmaras;Türkiye;KCM;
SPB, AK;USA;KCN;Chernofski
Kocaeli;Türkiye;KCO;
Kamenets-Podolskiy;Ukraine;KCP;
Chignik, AK;USA;KCQ;
Colorado Creek, AK;USA;KCR;
Kings Creek Station, NT;Australia;KCS;
Masindi;Uganda;KCU;
KOCHI;Japan;KCZ;Kochi
Kolda;Senegal;KDA;
Kambalda, WA;Australia;KDB;
Kandi;Benin;KDC;
Khuzdhar;Pakistan;KDD;
Koroba;Papua New Guin;KDE;
Kouba;Algeria;KDF;
Kardjali;Bulgaria;KDG;Kardjali
Kandahar;Afghanistan;KDH;Kandahar
Wolter Monginsidi;Indonesia;KDI;Kendari
N'Djole;Gabon;KDJ;
Municipal, AK;USA;KDK;Kodiak
Kardla;Estonia;KDL;Kardla
Kaadedhdhoo;Maldives;KDM;
N'Dende;Gabon;KDN;
Kadhdhoo;Maldives;KDO;
Kandep;Papua New Guin;KDP;
Kamberatoro;Papua New Guin;KDQ;
Kandrian;Papua New Guin;KDR;
Kamaran Downs, QL;Australia;KDS;
Skardu;Pakistan;KDU;
Kadavu;Fiji;KDV;
Keisah;Indonesia;KEA;
English Bay, AK;USA;KEB;
Kasenga;Congo (the Democratic Republic of the);KEC;
Kaedi;Mauritania;KED;
Kelle;Congo (the);KEE;
Reykjavik;Iceland;KEF;Reykjavik
Kegisugi;Papua New Guin;KEG;
Kenmore Air Harbor, WA;USA;KEH;Seattle
Kepi;Indonesia;KEI;
Kemorovo;Russia (CIS);KEJ;
Ekwok, AK;USA;KEK;
Kiel;Germany;KEL;Kiel
Kemi;Finland;KEM;Kemi
Kenema;Sierra Leone;KEN;
Odienne;Côte d'Ivoire;KEO;
Nepalgunj;Nepal;KEP;
Kebar;Indonesia;KEQ;
KERMAN;Iran;KER;Kerman
Kelsey, MN;Canada;KES;
Kengtung;Myanmar;KET;
Kelly Bar, AK;USA;KEU;
Halli;Finland;KEV;Kuorevesi
Keewaywin, OT;Canada;KEW;
Kanabea;Papua New Guin;KEX;
Kericho;Kenya;KEY;
Kiffa;Mauritania;KFA;
Kalkurung, NT;Australia;KFG;
False Pass, AK;USA;KFP;
Uzunyazi;Türkiye;KFS;Kastamonu
Kananga;Congo (the Democratic Republic of the);KGA;
Konge;Papua New Guin;KGB;
Kingscote, SA;Australia;KGC;
Kaliningrad;Russia;KGD;Kaliningrad
Karaganda;Kazakstan;KGF;Karaganda
Kedougou;Senegal;KGG;
Yongai;Papua New Guin;KGH;
Kalgoorlie, WA;Australia;KGI;
Karonga;Malawi;KGJ;
New Koliganek, AK;USA;KGK;
Kigali;Rwanda;KGL;Kigali
Kungum;Papua New Guin;KGM;
Kasongo;Congo (the Democratic Republic of the);KGN;
Kirovograd;Ukraine;KGO;
International;Russia (CIS);KGP;Kogalym
Kulgera, NT;Australia;KGR;
Kos;Greece;KGS;Kos
Keningau;Malaysia;KGU;
Kagi;Papua New Guin;KGW;
Grayling, AK;USA;KGX;
Kingaroy;Australia;KGY;
Glacier Creek, AK;USA;KGZ;
Piranshahr;Iran;KHA;Khaneh
Bahrain;Bahrain;KHB;Bahrain
Kerch;Ukraine;KHC;
Khorramabad;Iran;KHD;
Kherson;Ukraine;KHE;
Kashi;China;KHG;Kashi
Kaohsiung;Taiwan;KHH;Kaohsiung
Karachi;Pakistan;KHI;Karachi
Kauhajoki;Finland;KHJ;
Khark Island;Iran;KHK;
Khulna;Bangladesh;KHL;
Khamti;Myanmar;KHM;
Nanchang;China;KHN;Nanchang
Khoka Moya;South Africa;KHO;
Kharkhorin;Mongolia;KHR;
Khasab;Oman;KHS;
KHOST;Afghanistan;KHT;Khost
Kremenchug;Ukraine;KHU;
Khabarovsk;Russia;KHV;Khabarovsk
Khwai River Lodge;Botswana;KHW;
Kaiapit;Papua New Guin;KIA;
SPB, AK;USA;KIB;Ivanof Bay
Mesa del Rey, CA;USA;KIC;King City
Kristianstad;Sweden;KID;Kristianstad
Aropa;Papua New Guin;KIE;Kieta
Kingfisher Lake, OT;Canada;KIF;
Koingnaas;South Africa;KIG;
Kish Island;Iran;KIH;
Niigata;Japan;KIJ;
Kirkuk;Iraq;KIK;Kirkuk
B.J. Vorster;South Africa;KIM;Kimberley
Kingston;Jamaica;KIN;Kingston
Kili Island;Marshall Islan;KIO;
Kickapoo, TX;USA;KIP;Wichita Falls
Kira;Papua New Guin;KIQ;
Kerry;Ireland;KIR;Kerry (farranfore)
Kisumu;Kenya;KIS;Kisumu
Kithira;Greece;KIT;Kithira
Kiunga;Kuwait;KIU;
Southdowns;Zambia;KIW;Kitwe
Osaka Kansai;Japan;KIX;Osaka
Kilwa Masoko;Tanzania;KIY;
Kikinonda;Papua New Guin;KIZ;
Yemelyanovo;Russia;KJA;Krasnoyarsk
Wevelgem;Belgium;KJK;Wevelgem
Kerama;Japan;KJP;
Kamiraba;Papua New Guin;KJU;
Koyuk, AK;USA;KKA;
SPB, AK;USA;KKB;Kitoy Bay
Khon Kaen;Thailand;KKC;
Kokoda;Papua New Guin;KKD;
Kerikeri;New Zealand;KKE;
Kagvik Creek, AK;USA;KKF;
Konawaruk;Guyana;KKG;
Kongiganak, AK;USA;KKH;
SPB, AK;USA;KKI;Akiachak
Kokura;Japan;KKJ;Kitakyushu
AFS, AK;USA;KKK;Kalakaket
SPB, AK;USA;KKL;Karluk Lake
Nikom Sang Toneng;Thailand;KKM;Lop Buri
Kirkenes;Norway;KKN;Kirkenes
Kaikohe;New Zealand;KKO;
Koolburra, QL;Australia;KKP;
Kaukura, TU;French Polynes;KKR;
Kentland, IN;USA;KKT;
Ekuk, AK;USA;KKU;
Kikwit;Congo (the Democratic Republic of the);KKW;
Kikaigashima Island;Japan;KKX;Kikaiga Shima
Kilkenny;Ireland;KKY;
Koh Song;Kampuchea;KKZ;
Kalabo;Zambia;KLB;
Kaolack;Senegal;KLC;
Migalovo;Russia (CIS);KLD;Kalinin
Kaele;Cameroon;KLE;
Kaluga;Russia (CIS);KLF;
Municipal, AK;USA;KLG;Kalskag
Kolhapur;India;KLH;
Kotakoli;Congo (the Democratic Republic of the);KLI;
Klaipeda;Lithuania;KLJ;Klaipeda
Kalokol;Kenya;KLK;
Levelock, AK;USA;KLL;
SPB, AK;USA;KLN;Larsen Bay
Kalibo, AK;Philippines;KLO;
Kelp Bay, AK;USA;KLP;
Keluang;Indonesia;KLQ;
Kalmar;Sweden;KLR;Kalmar
Longview, WA;USA;KLS;Kelso
Kaiserslautern;Germany;KLT;
Klagenfurt;Austria;KLU;Klagenfurt
Karlovy Vary;Czech Republic;KLV;Karlovy Vary
Klawock, AK;USA;KLW;
Kalamata;Greece;KLX;Kalamata
Kalima-Kakungwa;Congo (the Democratic Republic of the);KLY;
Kleinsee;South Africa;KLZ;
Kerema;Papua New Guin;KMA;
Koinambe;Papua New Guin;KMB;
King Khalid;Saudia Arabia;KMC;
Mandji;Gabon;KMD;
Kamembe;Rwanda;KME;
Kamina;Papua New Guin;KMF;
KUNMING;China;KMG;Kunming
Kuruman;South Africa;KMH;
MIYAZAKI;Japan;KMI;Miyazaki
KUMAMOTO;Japan;KMJ;Kumamoto
Makabana;Congo (the);KMK;
Kamileroi, QL;Australia;KML;
Kimam;Indonesia;KMM;
Base;Congo (the Democratic Republic of the);KMN;Kamina
Seaplane Base, AK;USA;KMO;Manokotak
J.G.H. van der Wath;Namibia;KMP;Keetmanshoop
KOMATSU;Japan;KMQ;Komatsu
Karimui;Papua New Guin;KMR;
Kumasi;Ghana;KMS;
Kampot;Kampuchea;KMT;
Kisimayu;Somalia;KMU;
Kalemyo;Myanmar;KMV;
Kostroma;Russia (CIS);KMW;
Khamis Mushait;Saudia Arabia;KMX;Khamis Mushait
Moser Bay, AK;USA;KMY;
Kaoma;Zambia;KMZ;
Rodelillo;Chile;KNA;Vina del Mar
Kanab, UT;USA;KNB;
Ji'an;China;KNC;
Kindu;Congo (the Democratic Republic of the);KND;
Kanainj;Papua New Guin;KNE;
Kings Lynn (Marham);United Kingdom of Great Britain and Northern Ireland;KNF;
Utarom;Indonesia;KNG;Kaimana
Shang-Yi;Taiwan;KNH;Kinmen
Katanning, WA;Australia;KNI;
Kindamba;Congo (the);KNJ;
Kakhonak, AK;USA;KNK;
Kelanoa;Papua New Guin;KNL;
Kaniama;Congo (the Democratic Republic of the);KNM;
Kankan;Guinea;KNN;Kankan
Medan;Indonesia;KNO;Medan
Capanda;Angola;KNP;
Kone;New Caledonia;KNQ;
Kangan;Iran;KNR;
King Island, TS;Australia;KNS;
Municipal, MO;USA;KNT;Kennett
Kanpur;India;KNU;
Knights Inlet, BC;Canada;KNV;
New Stuyahok, AK;USA;KNW;
Kununurra, WA;Australia;KNX;
Kinoosao, SA;Canada;KNY;
Kenieba;Mali;KNZ;
Keahole Kailua, HI;USA;KOA;Kona
Koutaba;Cameroon;KOB;
Koumac;New Caledonia;KOC;
Kotabangun;Indonesia;KOD;
Eltari;Indonesia;KOE;Kupang
Komatipoort;South Africa;KOF;
VOSLAU;Laos;KOG;Khong
Koolatah, QL;Australia;KOH;
Kirkwall;United Kingdom of Great Britain and Northern Ireland;KOI;Kirkwall
KAGOSHIMA;Japan;KOJ;Kagoshima
Kokkola;Finland;KOK;Kokkola
Koumala;Central Africa;KOL;
Komo-Manda;Papua New Guin;KOM;
Kontum;Vietnam;KON;
Kongolo;Congo (the Democratic Republic of the);KOO;
Nakhon Phanom;Thailand;KOP;
Kothen;Germany;KOQ;
Kokoro;Papua New Guin;KOR;
Sihanoukville;Kampuchea;KOS;
Kotlik, AK;USA;KOT;
Mabimbi;Gabon;KOU;Koula-Moutou
Kokchetav;Kazakstan;KOV;
Ganzhou;China;KOW;
Kokonau;Indonesia;KOX;
SPB, AK;USA;KOY;Olga Bay
SPB, AK;USA;KOZ;Ouzinkie
Kopiaga;Papua New Guin;KPA;
Point Baker;USA;KPB;Point Baker
Port Clarence, AK;USA;KPC;
King of Prussia, PA;USA;KPD;
Yapsiei;Papua New Guin;KPE;
Kurupung;Guyana;KPG;
SPB, AK;USA;KPH;Pauloff Harbor
Kapit;Malaysia;KPI;
SPB, AK;USA;KPK;Parks
Kompiam;Papua New Guin;KPM;
SPB, AK;USA;KPN;Kipnuk
Pohang;Korea (South);KPO;
Kalpowar, QL;Australia;KPP;
SPB, AK;USA;KPR;Port Williams
Kempsey;Australia;KPS;
Jackpot, NV;USA;KPT;
SPB, AK;USA;KPV;Perryville
SPB, AK;USA;KPY;Port Bailey
Akutan, AK;USA;KQA;
Koonibba, SA;Australia;KQB;
Kol;Papua New Guin;KQL;
Kerang, VI;Australia;KRA;
Karumba, QL;Australia;KRB;
Kerinci;Indonesia;KRC;
Kurundi, NT;Australia;KRD;
Kirundo;Burundi;KRE;
Kramfors;Sweden;KRF;Kramfors
Karasabai;Guyana;KRG;
Redhill;United Kingdom of Great Britain and Northern Ireland;KRH;Redhill
Kikori;Papua New Guin;KRI;
Karawari;Papua New Guin;KRJ;
Krakow;Poland;KRK;Krakow
Korla;China;KRL;
Karanambo;Guyana;KRM;
Kiruna;Sweden;KRN;Kiruna
Kurgan;Russia (CIS);KRO;
Karup;Denmark;KRP;Karup
Kramatorsk;Ukraine;KRQ;
Pashkovsky;Russia (CIS);KRR;Krasnodar
Kristiansand;Norway;KRS;Kristiansand
Khartoum;Sudan;KRT;Khartoum
Kerau;Papua New Guin;KRU;
Kerio Valley;Kenya;KRV;
Turkmenbashi;Turkmenistan;KRW;Turkmenbashi
